issue_key,event_time,from_status,to_status
MAPREDUCE-6213,2015-01-08T08:32:33.943000+00:00,Open,Patch Available
MAPREDUCE-6213,2015-03-21T21:16:05.510000+00:00,Patch Available,Resolved
MAPREDUCE-6212,2015-01-08T01:07:17.657000+00:00,Open,Resolved
MAPREDUCE-6212,2015-01-08T12:32:07.271000+00:00,Resolved,Reopened
MAPREDUCE-6212,2015-01-08T20:39:45.630000+00:00,Reopened,Resolved
MAPREDUCE-6211,2015-02-13T16:27:23.359000+00:00,Open,Resolved
MAPREDUCE-6210,2015-01-05T02:46:47+00:00,Open,Patch Available
MAPREDUCE-6210,2015-01-14T08:52:52.906000+00:00,Patch Available,Resolved
MAPREDUCE-6210,2015-04-10T20:19:43.736000+00:00,Resolved,Closed
MAPREDUCE-6208,2014-12-27T12:18:40.540000+00:00,Open,Patch Available
MAPREDUCE-6208,2014-12-30T13:38:02.638000+00:00,Patch Available,In Progress
MAPREDUCE-6208,2014-12-30T13:39:15.857000+00:00,In Progress,Patch Available
MAPREDUCE-6207,2014-12-25T16:55:49.284000+00:00,Open,Resolved
MAPREDUCE-6206,2014-12-25T17:18:03.274000+00:00,Open,In Progress
MAPREDUCE-6206,2014-12-25T17:20:06.498000+00:00,In Progress,Patch Available
MAPREDUCE-6206,2015-01-06T23:41:31.356000+00:00,Patch Available,Resolved
MAPREDUCE-6206,2015-04-24T23:15:12.772000+00:00,Resolved,Closed
MAPREDUCE-6205,2014-12-24T04:49:02.104000+00:00,Open,Patch Available
MAPREDUCE-6204,2014-12-23T04:08:03.905000+00:00,Open,Patch Available
MAPREDUCE-6204,2014-12-23T07:44:15.860000+00:00,Patch Available,Open
MAPREDUCE-6204,2014-12-23T07:44:35.415000+00:00,Open,Patch Available
MAPREDUCE-6204,2015-05-22T14:31:47.940000+00:00,Patch Available,Resolved
MAPREDUCE-6203,2015-02-18T14:54:45.943000+00:00,Open,Resolved
MAPREDUCE-6202,2014-12-22T18:37:35.372000+00:00,Open,Resolved
MAPREDUCE-6202,2015-04-07T17:34:27.460000+00:00,Resolved,Reopened
MAPREDUCE-6202,2015-04-07T17:36:53.139000+00:00,Reopened,Resolved
MAPREDUCE-6201,2015-10-23T12:40:19.697000+00:00,Open,Resolved
MAPREDUCE-6201,2015-10-23T15:51:14.144000+00:00,Resolved,Reopened
MAPREDUCE-6201,2015-10-23T15:52:26.572000+00:00,Reopened,Resolved
MAPREDUCE-6201,2015-10-23T17:29:21.626000+00:00,Resolved,Reopened
MAPREDUCE-6201,2015-10-23T17:29:37.510000+00:00,Reopened,Resolved
MAPREDUCE-6201,2017-02-07T12:28:47.110000+00:00,Resolved,Reopened
MAPREDUCE-6201,2017-02-07T13:01:40.460000+00:00,Reopened,Patch Available
MAPREDUCE-6201,2017-04-07T00:45:00.789000+00:00,Patch Available,Resolved
MAPREDUCE-6199,2014-12-19T05:44:11.569000+00:00,Open,Patch Available
MAPREDUCE-6199,2014-12-19T23:45:41.455000+00:00,Patch Available,Resolved
MAPREDUCE-6199,2016-04-27T12:07:27.616000+00:00,Resolved,Reopened
MAPREDUCE-6199,2016-04-27T12:13:30.067000+00:00,Reopened,Resolved
MAPREDUCE-6199,2017-07-31T21:30:12.258000+00:00,Resolved,Reopened
MAPREDUCE-6199,2017-07-31T21:30:20.453000+00:00,Reopened,Resolved
MAPREDUCE-6198,2014-12-18T04:17:16.390000+00:00,Open,Patch Available
MAPREDUCE-6198,2014-12-19T19:40:22.003000+00:00,Patch Available,Resolved
MAPREDUCE-6197,2016-06-13T22:35:50.967000+00:00,Open,Patch Available
MAPREDUCE-6197,2016-06-21T21:26:46.648000+00:00,Patch Available,Resolved
MAPREDUCE-6196,2014-12-15T18:53:04.504000+00:00,Open,Patch Available
MAPREDUCE-6196,2014-12-16T01:57:58.748000+00:00,Patch Available,Resolved
MAPREDUCE-6194,2014-12-14T23:42:48.136000+00:00,Open,Patch Available
MAPREDUCE-6194,2014-12-15T08:58:58.471000+00:00,Patch Available,Resolved
MAPREDUCE-6194,2015-04-24T23:15:18.377000+00:00,Resolved,Closed
MAPREDUCE-6192,2015-01-21T05:19:57.013000+00:00,Open,Patch Available
MAPREDUCE-6192,2015-05-05T21:50:39.228000+00:00,Patch Available,Resolved
MAPREDUCE-6191,2014-12-11T03:27:40.853000+00:00,Open,Patch Available
MAPREDUCE-6191,2014-12-11T03:28:07.405000+00:00,Patch Available,Open
MAPREDUCE-6191,2014-12-11T03:32:44.463000+00:00,Open,Patch Available
MAPREDUCE-6191,2014-12-16T03:40:58.149000+00:00,Patch Available,Resolved
MAPREDUCE-6191,2016-08-25T22:55:05.905000+00:00,Resolved,Closed
MAPREDUCE-6190,2018-11-23T04:09:04.038000+00:00,Open,Patch Available
MAPREDUCE-6190,2018-11-28T09:06:03.662000+00:00,Patch Available,Resolved
MAPREDUCE-6189,2015-02-08T20:53:24.460000+00:00,Open,Resolved
MAPREDUCE-6189,2015-04-07T17:35:34.152000+00:00,Resolved,Reopened
MAPREDUCE-6189,2015-04-13T15:11:14.628000+00:00,Reopened,Resolved
MAPREDUCE-6186,2014-12-08T20:13:16.318000+00:00,Open,Patch Available
MAPREDUCE-6186,2015-02-05T20:14:36.049000+00:00,Patch Available,Resolved
MAPREDUCE-6186,2015-04-24T23:15:16.692000+00:00,Resolved,Closed
MAPREDUCE-6185,2015-08-28T05:21:21.846000+00:00,Open,Resolved
MAPREDUCE-6184,2014-12-09T06:38:05.894000+00:00,Open,Resolved
MAPREDUCE-6183,2014-12-09T06:36:01.991000+00:00,Open,Resolved
MAPREDUCE-6182,2014-12-09T06:37:19.807000+00:00,Open,Resolved
MAPREDUCE-6181,2014-12-06T20:40:37.016000+00:00,Open,In Progress
MAPREDUCE-6181,2014-12-06T20:40:48.200000+00:00,In Progress,Open
MAPREDUCE-6181,2015-02-08T05:08:54.107000+00:00,Open,In Progress
MAPREDUCE-6181,2015-02-08T05:15:43.041000+00:00,In Progress,Open
MAPREDUCE-6181,2015-02-08T23:54:16.934000+00:00,Open,Resolved
MAPREDUCE-6179,2015-06-03T11:18:20.457000+00:00,Open,Resolved
MAPREDUCE-6178,2015-04-03T13:32:50.163000+00:00,Open,Resolved
MAPREDUCE-6177,2014-12-08T10:30:39.250000+00:00,Open,Resolved
MAPREDUCE-6177,2015-04-24T23:15:17.111000+00:00,Resolved,Closed
MAPREDUCE-6176,2014-11-27T13:31:43.348000+00:00,Open,Patch Available
MAPREDUCE-6176,2014-11-27T13:32:46.225000+00:00,Patch Available,Open
MAPREDUCE-6176,2014-12-02T13:46:54.219000+00:00,Open,In Progress
MAPREDUCE-6176,2014-12-02T13:47:27.964000+00:00,In Progress,Open
MAPREDUCE-6176,2015-04-09T09:16:53.117000+00:00,Open,Resolved
MAPREDUCE-6174,2015-02-09T21:07:29.822000+00:00,Open,Patch Available
MAPREDUCE-6174,2015-05-26T08:56:09.703000+00:00,Patch Available,Open
MAPREDUCE-6174,2015-06-01T12:33:13.925000+00:00,Open,Patch Available
MAPREDUCE-6174,2015-06-04T00:06:02.634000+00:00,Patch Available,Resolved
MAPREDUCE-6173,2014-11-25T16:26:55.046000+00:00,Open,Patch Available
MAPREDUCE-6173,2015-01-13T18:10:59.789000+00:00,Patch Available,Resolved
MAPREDUCE-6173,2015-04-24T23:15:14.098000+00:00,Resolved,Closed
MAPREDUCE-6172,2014-11-27T03:43:04.310000+00:00,Open,Patch Available
MAPREDUCE-6172,2014-12-01T21:53:55.831000+00:00,Patch Available,Resolved
MAPREDUCE-6172,2015-04-10T20:19:39.749000+00:00,Resolved,Closed
MAPREDUCE-6171,2014-12-02T06:01:16.505000+00:00,Open,Resolved
MAPREDUCE-6171,2015-06-30T07:18:57.631000+00:00,Resolved,Closed
MAPREDUCE-6170,2014-11-20T21:57:35.624000+00:00,Open,Patch Available
MAPREDUCE-6170,2014-11-20T23:14:26.896000+00:00,Patch Available,Resolved
MAPREDUCE-6169,2014-11-20T01:23:45.442000+00:00,Open,Patch Available
MAPREDUCE-6169,2014-11-20T23:39:26.605000+00:00,Patch Available,Resolved
MAPREDUCE-6169,2015-04-24T23:15:16.481000+00:00,Resolved,Closed
MAPREDUCE-6168,2014-12-01T13:17:28.726000+00:00,Open,Resolved
MAPREDUCE-6166,2014-11-22T19:48:29.755000+00:00,Open,Patch Available
MAPREDUCE-6166,2014-12-05T13:59:28.633000+00:00,Patch Available,Open
MAPREDUCE-6166,2014-12-05T13:59:50.331000+00:00,Open,Patch Available
MAPREDUCE-6166,2014-12-16T03:29:44.410000+00:00,Patch Available,Resolved
MAPREDUCE-6166,2015-04-10T20:19:44.105000+00:00,Resolved,Closed
MAPREDUCE-6165,2014-12-04T06:28:49.856000+00:00,Open,Patch Available
MAPREDUCE-6165,2015-02-06T01:00:15.503000+00:00,Patch Available,Open
MAPREDUCE-6165,2015-02-06T01:00:26.784000+00:00,Open,Patch Available
MAPREDUCE-6165,2015-03-20T15:44:25.162000+00:00,Patch Available,Open
MAPREDUCE-6165,2015-03-24T08:42:03.705000+00:00,Open,Patch Available
MAPREDUCE-6165,2015-03-24T11:31:19.952000+00:00,Patch Available,Open
MAPREDUCE-6165,2015-03-26T07:02:27.602000+00:00,Open,Patch Available
MAPREDUCE-6165,2015-05-05T01:25:14.028000+00:00,Patch Available,Resolved
MAPREDUCE-6164,2014-11-18T17:20:34.717000+00:00,Open,Patch Available
MAPREDUCE-6164,2016-12-03T01:29:53.708000+00:00,Patch Available,Resolved
MAPREDUCE-6162,2014-11-14T20:31:15.398000+00:00,Open,Patch Available
MAPREDUCE-6162,2014-11-17T23:02:42.053000+00:00,Patch Available,Resolved
MAPREDUCE-6162,2015-04-10T20:19:41.656000+00:00,Resolved,Closed
MAPREDUCE-6161,2014-11-13T20:20:52.984000+00:00,Open,Patch Available
MAPREDUCE-6161,2014-11-14T21:12:02.638000+00:00,Patch Available,Resolved
MAPREDUCE-6160,2014-11-14T19:04:24.738000+00:00,Open,Patch Available
MAPREDUCE-6160,2014-11-25T16:58:08.064000+00:00,Patch Available,Open
MAPREDUCE-6160,2014-11-25T16:58:32.334000+00:00,Open,Patch Available
MAPREDUCE-6160,2014-12-01T22:41:42.134000+00:00,Patch Available,Resolved
MAPREDUCE-6160,2015-04-24T23:15:14.367000+00:00,Resolved,Closed
MAPREDUCE-6159,2014-11-12T14:36:29.266000+00:00,Open,Resolved
MAPREDUCE-6157,2014-11-12T05:30:23.119000+00:00,Open,Patch Available
MAPREDUCE-6157,2014-11-12T06:30:40.668000+00:00,Patch Available,Resolved
MAPREDUCE-6156,2014-11-12T06:34:49.524000+00:00,Open,Patch Available
MAPREDUCE-6156,2014-11-13T16:02:05.763000+00:00,Patch Available,Resolved
MAPREDUCE-6156,2014-12-01T03:07:28.398000+00:00,Resolved,Closed
MAPREDUCE-6155,2014-12-25T20:10:29.659000+00:00,Open,Patch Available
MAPREDUCE-6153,2014-11-13T16:29:59.397000+00:00,Open,Resolved
MAPREDUCE-6152,2015-02-01T01:59:35.194000+00:00,Open,Resolved
MAPREDUCE-6151,2014-11-04T03:10:06.827000+00:00,Open,Patch Available
MAPREDUCE-6151,2015-01-29T22:13:45.332000+00:00,Patch Available,Open
MAPREDUCE-6151,2015-01-29T22:13:53.343000+00:00,Open,Patch Available
MAPREDUCE-6151,2015-01-30T19:09:31.881000+00:00,Patch Available,Resolved
MAPREDUCE-6151,2015-04-24T23:15:17.352000+00:00,Resolved,Closed
MAPREDUCE-6150,2014-10-31T19:21:20.857000+00:00,Open,Patch Available
MAPREDUCE-6150,2015-01-29T22:18:56.417000+00:00,Patch Available,Resolved
MAPREDUCE-6150,2015-04-24T23:15:13.891000+00:00,Resolved,Closed
MAPREDUCE-6149,2014-12-12T16:01:59.393000+00:00,Open,Patch Available
MAPREDUCE-6149,2014-12-30T17:44:27.353000+00:00,Patch Available,Resolved
MAPREDUCE-6149,2015-04-24T23:15:15.360000+00:00,Resolved,Closed
MAPREDUCE-6147,2014-10-31T23:11:37.382000+00:00,Open,Patch Available
MAPREDUCE-6147,2014-11-03T23:55:59.695000+00:00,Patch Available,Resolved
MAPREDUCE-6146,2014-10-08T17:29:21.852000+00:00,Open,Patch Available
MAPREDUCE-6146,2014-10-29T00:36:28.521000+00:00,Patch Available,Open
MAPREDUCE-6146,2014-10-30T17:56:44.784000+00:00,Open,Patch Available
MAPREDUCE-6146,2015-05-08T22:13:02.343000+00:00,Patch Available,Open
MAPREDUCE-6145,2015-03-17T09:58:25.981000+00:00,Open,Resolved
MAPREDUCE-6144,2014-10-30T05:15:28.022000+00:00,Open,Patch Available
MAPREDUCE-6144,2014-11-25T08:25:14.628000+00:00,Patch Available,Resolved
MAPREDUCE-6143,2015-01-21T02:20:08.680000+00:00,Open,Patch Available
MAPREDUCE-6143,2015-02-02T21:54:45.391000+00:00,Patch Available,Resolved
MAPREDUCE-6143,2015-04-24T23:15:15.606000+00:00,Resolved,Closed
MAPREDUCE-6142,2014-10-29T06:45:01.179000+00:00,Open,Patch Available
MAPREDUCE-6142,2014-10-29T17:00:50.488000+00:00,Patch Available,Resolved
MAPREDUCE-6142,2014-12-01T03:09:16.478000+00:00,Resolved,Closed
MAPREDUCE-6141,2014-10-29T01:11:14.067000+00:00,Open,Patch Available
MAPREDUCE-6141,2015-01-26T16:33:59.417000+00:00,Patch Available,Resolved
MAPREDUCE-6141,2015-04-24T23:15:17.799000+00:00,Resolved,Closed
MAPREDUCE-6138,2014-10-23T13:02:58.179000+00:00,Open,Resolved
MAPREDUCE-6138,2014-10-23T18:36:58.117000+00:00,Resolved,Reopened
MAPREDUCE-6138,2014-10-23T18:37:54.782000+00:00,Reopened,Resolved
MAPREDUCE-6137,2015-02-08T18:20:01.786000+00:00,Open,Resolved
MAPREDUCE-6136,2015-03-01T14:55:47.839000+00:00,Open,In Progress
MAPREDUCE-6136,2015-03-01T15:49:53.363000+00:00,In Progress,Patch Available
MAPREDUCE-6136,2015-03-05T05:23:09.603000+00:00,Patch Available,Resolved
MAPREDUCE-6136,2015-04-10T20:19:41.433000+00:00,Resolved,Closed
MAPREDUCE-6135,2014-10-23T21:36:23.941000+00:00,Open,Resolved
MAPREDUCE-6133,2014-10-18T10:53:59.231000+00:00,Open,Resolved
MAPREDUCE-6133,2014-10-18T12:45:57.899000+00:00,Resolved,Reopened
MAPREDUCE-6132,2015-02-04T03:01:31.615000+00:00,Open,Resolved
MAPREDUCE-6131,2014-10-17T23:51:50.585000+00:00,Open,Patch Available
MAPREDUCE-6131,2014-10-17T23:52:11.085000+00:00,Patch Available,Open
MAPREDUCE-6131,2016-07-21T03:45:55.849000+00:00,Open,Resolved
MAPREDUCE-6130,2015-01-13T22:25:05.062000+00:00,Open,Resolved
MAPREDUCE-6129,2014-10-16T20:26:47.967000+00:00,Open,Resolved
MAPREDUCE-6128,2014-11-08T08:07:30.018000+00:00,Open,Patch Available
MAPREDUCE-6128,2016-12-12T17:53:56.257000+00:00,Patch Available,Open
MAPREDUCE-6126,2014-10-09T15:55:50.086000+00:00,Open,Patch Available
MAPREDUCE-6126,2014-10-22T17:59:09.447000+00:00,Patch Available,Resolved
MAPREDUCE-6126,2014-12-01T03:09:39.942000+00:00,Resolved,Closed
MAPREDUCE-6125,2014-10-06T19:45:52.578000+00:00,Open,Patch Available
MAPREDUCE-6125,2014-10-07T13:26:32.921000+00:00,Patch Available,Open
MAPREDUCE-6125,2014-10-07T13:26:37.147000+00:00,Open,Patch Available
MAPREDUCE-6125,2014-10-13T15:17:16.507000+00:00,Patch Available,Resolved
MAPREDUCE-6125,2014-12-01T03:09:34.181000+00:00,Resolved,Closed
MAPREDUCE-6123,2014-10-06T19:04:56.758000+00:00,Open,Patch Available
MAPREDUCE-6123,2014-10-10T05:42:34.968000+00:00,Patch Available,Resolved
MAPREDUCE-6123,2014-12-01T03:11:46.830000+00:00,Resolved,Closed
MAPREDUCE-6122,2014-10-06T18:51:55.477000+00:00,Open,Patch Available
MAPREDUCE-6122,2014-10-10T05:34:44.791000+00:00,Patch Available,Resolved
MAPREDUCE-6122,2014-12-01T03:07:55.640000+00:00,Resolved,Closed
MAPREDUCE-6121,2015-06-22T21:37:47.274000+00:00,Open,Patch Available
MAPREDUCE-6121,2015-06-30T22:10:20.569000+00:00,Patch Available,Open
MAPREDUCE-6121,2015-06-30T23:54:07.747000+00:00,Open,Resolved
MAPREDUCE-6120,2014-10-05T04:22:00.180000+00:00,Open,Patch Available
MAPREDUCE-6120,2014-10-05T05:45:23.469000+00:00,Patch Available,Resolved
MAPREDUCE-6117,2014-10-10T16:44:05.124000+00:00,Open,Patch Available
MAPREDUCE-6117,2014-10-15T15:09:30.621000+00:00,Patch Available,Open
MAPREDUCE-6117,2014-10-15T18:50:10.568000+00:00,Open,Patch Available
MAPREDUCE-6115,2014-09-30T03:25:06.279000+00:00,Open,Patch Available
MAPREDUCE-6115,2014-10-13T16:08:56.220000+00:00,Patch Available,Resolved
MAPREDUCE-6115,2014-12-01T03:11:21.625000+00:00,Resolved,Closed
MAPREDUCE-6114,2014-09-29T17:58:09.705000+00:00,Open,Resolved
MAPREDUCE-6113,2014-09-29T10:05:41.210000+00:00,Open,Patch Available
MAPREDUCE-6113,2015-03-19T11:11:06.886000+00:00,Patch Available,Resolved
MAPREDUCE-6111,2014-09-26T18:36:44.880000+00:00,Open,Patch Available
MAPREDUCE-6111,2014-09-26T20:59:04.479000+00:00,Patch Available,Open
MAPREDUCE-6111,2014-09-26T20:59:36.068000+00:00,Open,Patch Available
MAPREDUCE-6111,2014-10-03T00:16:20.441000+00:00,Patch Available,Open
MAPREDUCE-6111,2014-10-03T00:16:58.703000+00:00,Open,Patch Available
MAPREDUCE-6110,2016-01-12T13:16:10.172000+00:00,Open,Patch Available
MAPREDUCE-6110,2016-03-22T21:32:00.827000+00:00,Patch Available,Resolved
MAPREDUCE-6109,2014-09-25T14:53:15.718000+00:00,Open,Patch Available
MAPREDUCE-6109,2014-09-25T18:25:21.082000+00:00,Patch Available,Resolved
MAPREDUCE-6109,2014-12-01T03:11:59.382000+00:00,Resolved,Closed
MAPREDUCE-6108,2016-05-13T21:00:54.599000+00:00,Open,Resolved
MAPREDUCE-6106,2014-09-25T03:12:10.504000+00:00,Open,Resolved
MAPREDUCE-6105,2014-10-15T04:05:10.053000+00:00,Open,Patch Available
MAPREDUCE-6105,2015-03-16T20:59:25.114000+00:00,Patch Available,Resolved
MAPREDUCE-6104,2014-09-23T20:55:36.046000+00:00,Open,Patch Available
MAPREDUCE-6104,2014-09-24T16:11:50.084000+00:00,Patch Available,Resolved
MAPREDUCE-6104,2014-12-01T03:09:44.052000+00:00,Resolved,Closed
MAPREDUCE-6103,2014-09-22T22:57:28.601000+00:00,Open,Patch Available
MAPREDUCE-6103,2014-09-25T01:18:14.133000+00:00,Patch Available,Resolved
MAPREDUCE-6101,2015-05-07T00:44:48.843000+00:00,Open,Patch Available
MAPREDUCE-6101,2015-05-07T05:22:13.113000+00:00,Patch Available,Open
MAPREDUCE-6101,2015-05-13T18:15:06.107000+00:00,Open,Patch Available
MAPREDUCE-6101,2017-03-28T23:20:05.328000+00:00,Patch Available,Open
MAPREDUCE-6100,2014-09-20T02:09:09.283000+00:00,Open,Patch Available
MAPREDUCE-6100,2015-03-17T05:39:25.832000+00:00,Patch Available,Resolved
MAPREDUCE-6099,2016-05-11T23:39:10.381000+00:00,Open,Resolved
MAPREDUCE-6098,2014-09-19T14:58:15.490000+00:00,Open,Resolved
MAPREDUCE-6096,2014-09-18T08:48:18.517000+00:00,Open,Patch Available
MAPREDUCE-6096,2014-09-18T08:48:46.089000+00:00,Patch Available,Open
MAPREDUCE-6096,2014-09-22T13:05:38.212000+00:00,Open,Patch Available
MAPREDUCE-6096,2014-09-22T13:15:54.940000+00:00,Patch Available,Open
MAPREDUCE-6096,2014-09-23T04:38:25.583000+00:00,Open,Patch Available
MAPREDUCE-6096,2015-02-06T23:28:47.352000+00:00,Patch Available,Open
MAPREDUCE-6096,2015-02-06T23:29:22.891000+00:00,Open,Patch Available
MAPREDUCE-6095,2014-09-17T11:01:10.581000+00:00,Open,Patch Available
MAPREDUCE-6095,2014-09-22T15:27:56.968000+00:00,Patch Available,Resolved
MAPREDUCE-6095,2014-12-01T03:11:58.392000+00:00,Resolved,Closed
MAPREDUCE-6094,2014-09-19T14:37:27.817000+00:00,Open,Patch Available
MAPREDUCE-6094,2014-09-29T18:15:15.326000+00:00,Patch Available,Resolved
MAPREDUCE-6094,2014-12-01T03:10:22.559000+00:00,Resolved,Closed
MAPREDUCE-6093,2014-09-16T16:34:11.206000+00:00,Open,In Progress
MAPREDUCE-6093,2014-09-25T15:51:31.156000+00:00,In Progress,Resolved
MAPREDUCE-6093,2014-09-25T16:38:32.694000+00:00,Resolved,Reopened
MAPREDUCE-6093,2014-09-25T18:34:02.832000+00:00,Reopened,Resolved
MAPREDUCE-6093,2014-12-01T03:09:40.479000+00:00,Resolved,Closed
MAPREDUCE-6092,2014-09-16T08:57:03.301000+00:00,Open,Patch Available
MAPREDUCE-6092,2014-12-01T10:56:10.985000+00:00,Patch Available,Resolved
MAPREDUCE-6091,2014-09-16T04:04:17.375000+00:00,Open,Patch Available
MAPREDUCE-6091,2014-09-19T20:21:59.255000+00:00,Patch Available,Resolved
MAPREDUCE-6091,2014-12-01T03:09:27.920000+00:00,Resolved,Closed
MAPREDUCE-6090,2014-09-15T23:53:13.565000+00:00,Open,Patch Available
MAPREDUCE-6090,2014-09-18T21:20:41.024000+00:00,Patch Available,Resolved
MAPREDUCE-6090,2014-12-01T03:08:09.273000+00:00,Resolved,Closed
MAPREDUCE-6088,2014-09-13T01:40:17.632000+00:00,Open,Patch Available
MAPREDUCE-6088,2014-09-19T19:00:15.300000+00:00,Patch Available,Resolved
MAPREDUCE-6087,2014-09-16T04:35:07.565000+00:00,Open,Patch Available
MAPREDUCE-6087,2014-09-16T19:46:32.898000+00:00,Patch Available,Open
MAPREDUCE-6087,2014-09-17T01:06:48.857000+00:00,Open,Patch Available
MAPREDUCE-6087,2014-09-27T01:06:50.330000+00:00,Patch Available,Resolved
MAPREDUCE-6087,2015-06-30T07:14:42.285000+00:00,Resolved,Closed
MAPREDUCE-6086,2014-09-12T22:28:23.100000+00:00,Open,Patch Available
MAPREDUCE-6086,2014-09-18T22:56:18.409000+00:00,Patch Available,Resolved
MAPREDUCE-6086,2014-12-01T03:08:20.018000+00:00,Resolved,Closed
MAPREDUCE-6085,2014-09-11T15:36:38.701000+00:00,Open,Patch Available
MAPREDUCE-6081,2014-09-10T18:32:19.328000+00:00,Open,Resolved
MAPREDUCE-6079,2014-09-09T07:53:13.705000+00:00,Open,Patch Available
MAPREDUCE-6079,2015-05-08T09:20:39.676000+00:00,Patch Available,Resolved
MAPREDUCE-6078,2014-09-25T04:35:12.632000+00:00,Open,Patch Available
MAPREDUCE-6078,2014-09-25T14:57:34.843000+00:00,Patch Available,Resolved
MAPREDUCE-6077,2014-09-07T04:26:09.244000+00:00,Open,Resolved
MAPREDUCE-6076,2014-09-06T03:02:32.528000+00:00,Open,Patch Available
MAPREDUCE-6076,2015-04-01T23:42:01.932000+00:00,Patch Available,Resolved
MAPREDUCE-6075,2014-09-05T22:31:19.927000+00:00,Open,Patch Available
MAPREDUCE-6075,2014-09-10T22:26:04.144000+00:00,Patch Available,Resolved
MAPREDUCE-6075,2014-12-01T03:08:02.783000+00:00,Resolved,Closed
MAPREDUCE-6074,2014-09-06T02:59:43.641000+00:00,Open,Resolved
MAPREDUCE-6073,2014-09-05T16:29:39.032000+00:00,Open,Patch Available
MAPREDUCE-6073,2014-09-26T18:17:42.377000+00:00,Patch Available,Resolved
MAPREDUCE-6073,2014-12-01T03:07:47.228000+00:00,Resolved,Closed
MAPREDUCE-6072,2014-09-05T02:08:20.186000+00:00,Open,Patch Available
MAPREDUCE-6072,2014-09-05T02:20:17.582000+00:00,Patch Available,Open
MAPREDUCE-6072,2014-09-05T02:37:10.604000+00:00,Open,Patch Available
MAPREDUCE-6072,2014-09-29T15:31:32.029000+00:00,Patch Available,Resolved
MAPREDUCE-6072,2014-12-01T03:09:20.493000+00:00,Resolved,Closed
MAPREDUCE-6071,2014-05-20T07:31:51.085000+00:00,Open,Patch Available
MAPREDUCE-6071,2014-09-05T13:50:41.057000+00:00,Patch Available,Resolved
MAPREDUCE-6071,2014-12-01T03:08:33.062000+00:00,Resolved,Closed
MAPREDUCE-6070,2014-05-20T07:46:44.689000+00:00,Open,Patch Available
MAPREDUCE-6070,2014-09-11T16:23:19.984000+00:00,Patch Available,Resolved
MAPREDUCE-6070,2014-12-01T03:09:18.791000+00:00,Resolved,Closed
MAPREDUCE-6069,2014-09-05T17:45:49.447000+00:00,Open,Resolved
MAPREDUCE-6068,2014-09-11T11:16:15.085000+00:00,Open,Patch Available
MAPREDUCE-6068,2016-01-11T14:08:48.443000+00:00,Patch Available,Resolved
MAPREDUCE-6067,2014-09-05T07:20:06.506000+00:00,Open,Resolved
MAPREDUCE-6066,2021-07-07T15:22:22.484000+00:00,Open,Resolved
MAPREDUCE-6065,2014-09-03T03:16:55.591000+00:00,Open,Resolved
MAPREDUCE-6063,2014-09-02T19:38:43.866000+00:00,Open,Patch Available
MAPREDUCE-6063,2014-09-04T00:10:45.647000+00:00,Patch Available,Resolved
MAPREDUCE-6063,2014-12-01T03:09:25.685000+00:00,Resolved,Closed
MAPREDUCE-6062,2016-05-25T00:37:13.503000+00:00,Open,Patch Available
MAPREDUCE-6061,2014-08-29T03:23:14.988000+00:00,Open,Patch Available
MAPREDUCE-6061,2014-11-11T19:45:05.821000+00:00,Patch Available,Resolved
MAPREDUCE-6059,2014-07-28T21:07:23.790000+00:00,Open,Patch Available
MAPREDUCE-6059,2015-01-28T00:39:10.121000+00:00,Patch Available,Open
MAPREDUCE-6059,2015-01-28T00:39:20.647000+00:00,Open,Patch Available
MAPREDUCE-6059,2015-02-05T01:36:17.065000+00:00,Patch Available,Resolved
MAPREDUCE-6059,2015-04-24T23:15:14.677000+00:00,Resolved,Closed
MAPREDUCE-6058,2014-09-02T03:04:17.361000+00:00,Open,Resolved
MAPREDUCE-6058,2014-09-03T19:08:29.924000+00:00,Resolved,Reopened
MAPREDUCE-6058,2014-09-05T04:24:43.133000+00:00,Reopened,Resolved
