assignee_code,Skill_Tag,issue_count,skill_level
A-2041,Feature / Improvement Implementation,1,1
A-2042,Bug fixing / Maintenance,64,5
A-2042,Testing & Verification,18,4
A-2042,Feature / Improvement Implementation,12,4
A-2042,Build & Release Engineering,3,2
A-2042,Other,2,1
A-2042,Project / General Task,1,1
A-2043,Bug fixing / Maintenance,2,1
A-2043,Feature / Improvement Implementation,1,1
A-2044,Bug fixing / Maintenance,6,3
A-2044,Testing & Verification,5,2
A-2044,Feature / Improvement Implementation,2,1
A-2045,Feature / Improvement Implementation,1,1
A-2046,Feature / Improvement Implementation,1,1
A-2047,Bug fixing / Maintenance,13,4
A-2047,Design & API Evolution,1,1
A-2048,Feature / Improvement Implementation,1,1
A-2049,Other,27,5
A-2049,Bug fixing / Maintenance,24,5
A-2049,Testing & Verification,21,5
A-2049,Feature / Improvement Implementation,8,3
A-2049,Design & API Evolution,2,1
A-2049,Build & Release Engineering,1,1
A-2049,Documentation,1,1
A-2049,Project / General Task,1,1
A-205,Design & API Evolution,1,1
A-2050,Other,4,2
A-2050,Design & API Evolution,1,1
A-2051,Bug fixing / Maintenance,10,3
A-2051,Testing & Verification,2,1
A-2052,Bug fixing / Maintenance,80,5
A-2052,Testing & Verification,16,4
A-2053,Bug fixing / Maintenance,1,1
A-2054,Bug fixing / Maintenance,14,4
A-2054,Testing & Verification,2,1
A-2055,Bug fixing / Maintenance,9,3
A-2055,Build & Release Engineering,1,1
A-2055,Feature / Improvement Implementation,1,1
A-2056,Bug fixing / Maintenance,43,5
A-2056,Testing & Verification,2,1
A-2057,Bug fixing / Maintenance,20,4
A-2057,Testing & Verification,3,2
A-2057,Build & Release Engineering,1,1
A-2057,Design & API Evolution,1,1
A-2058,Bug fixing / Maintenance,10,3
A-2058,Testing & Verification,2,1
A-2059,Bug fixing / Maintenance,13,4
A-2059,Testing & Verification,7,3
A-206,Bug fixing / Maintenance,1,1
A-206,Build & Release Engineering,1,1
A-206,Testing & Verification,1,1
A-2060,Bug fixing / Maintenance,2,1
A-2061,Bug fixing / Maintenance,10,3
A-2062,Bug fixing / Maintenance,15,4
A-2062,Design & API Evolution,1,1
A-2063,Bug fixing / Maintenance,5,2
A-2063,Testing & Verification,1,1
A-2064,Bug fixing / Maintenance,3,2
A-2065,Bug fixing / Maintenance,6,3
A-2065,Testing & Verification,2,1
A-2066,Bug fixing / Maintenance,16,4
A-2066,Testing & Verification,1,1
A-2067,Bug fixing / Maintenance,5,2
A-2067,Testing & Verification,1,1
A-2068,Bug fixing / Maintenance,9,3
A-2069,Bug fixing / Maintenance,2,1
A-2069,Testing & Verification,2,1
A-207,Feature / Improvement Implementation,10,3
A-207,Bug fixing / Maintenance,8,3
A-207,Build & Release Engineering,6,3
A-207,Testing & Verification,3,2
A-207,Documentation,2,1
A-207,Project / General Task,2,1
A-2070,Bug fixing / Maintenance,5,2
A-2070,Testing & Verification,3,2
A-2071,Bug fixing / Maintenance,5,2
A-2071,Testing & Verification,2,1
A-2072,Bug fixing / Maintenance,3,2
A-2073,Bug fixing / Maintenance,2,1
A-2074,Bug fixing / Maintenance,1,1
A-2075,Testing & Verification,2,1
A-2076,Bug fixing / Maintenance,113,5
A-2076,Feature / Improvement Implementation,82,5
A-2076,Other,28,5
A-2076,Design & API Evolution,11,4
A-2076,Build & Release Engineering,6,3
A-2076,Documentation,6,3
A-2076,Testing & Verification,6,3
A-2077,Bug fixing / Maintenance,6,3
A-2077,Feature / Improvement Implementation,3,2
A-2078,Bug fixing / Maintenance,1,1
A-2079,Bug fixing / Maintenance,4,2
A-2079,Feature / Improvement Implementation,2,1
A-2079,Testing & Verification,2,1
A-208,Bug fixing / Maintenance,1,1
A-2080,Bug fixing / Maintenance,5,2
A-2080,Feature / Improvement Implementation,5,2
A-2080,Testing & Verification,5,2
A-2080,Other,3,2
A-2080,Design & API Evolution,2,1
A-2080,Build & Release Engineering,1,1
A-2081,Feature / Improvement Implementation,1,1
A-2082,Bug fixing / Maintenance,1,1
A-2083,Bug fixing / Maintenance,2,1
A-2083,Feature / Improvement Implementation,1,1
A-2084,Bug fixing / Maintenance,2,1
A-2084,Feature / Improvement Implementation,2,1
A-2085,Bug fixing / Maintenance,95,5
A-2085,Feature / Improvement Implementation,57,5
A-2085,Other,16,4
A-2085,Build & Release Engineering,15,4
A-2085,Testing & Verification,9,3
A-2085,Project / General Task,8,3
A-2085,Design & API Evolution,7,3
A-2085,Documentation,1,1
A-2086,Bug fixing / Maintenance,1,1
A-2087,Bug fixing / Maintenance,1,1
A-2088,Bug fixing / Maintenance,7,3
A-2088,Other,6,3
A-2088,Feature / Improvement Implementation,5,2
A-2088,Testing & Verification,3,2
A-2088,Design & API Evolution,2,1
A-2088,Build & Release Engineering,1,1
A-2089,Bug fixing / Maintenance,12,4
A-2089,Documentation,4,2
A-2089,Feature / Improvement Implementation,3,2
A-2089,Design & API Evolution,1,1
A-2089,Testing & Verification,1,1
A-209,Other,66,5
A-209,Bug fixing / Maintenance,40,5
A-209,Feature / Improvement Implementation,16,4
A-209,Testing & Verification,9,3
A-209,Build & Release Engineering,3,2
A-209,Documentation,1,1
A-209,Project / General Task,1,1
A-2090,Bug fixing / Maintenance,11,4
A-2090,Documentation,4,2
A-2090,Feature / Improvement Implementation,2,1
A-2090,Build & Release Engineering,1,1
A-2090,Testing & Verification,1,1
A-2091,Bug fixing / Maintenance,1,1
A-2092,Bug fixing / Maintenance,24,5
A-2092,Feature / Improvement Implementation,8,3
A-2092,Documentation,4,2
A-2092,Testing & Verification,2,1
A-2092,Design & API Evolution,1,1
A-2093,Bug fixing / Maintenance,11,4
A-2093,Feature / Improvement Implementation,2,1
A-2093,Code Refactoring & Cleanup,1,1
A-2093,Testing & Verification,1,1
A-2094,Feature / Improvement Implementation,1,1
A-2095,Other,16,4
A-2095,Bug fixing / Maintenance,13,4
A-2095,Feature / Improvement Implementation,13,4
A-2095,Design & API Evolution,5,2
A-2095,Documentation,2,1
A-2095,Testing & Verification,2,1
A-2095,Build & Release Engineering,1,1
A-2096,Bug fixing / Maintenance,2,1
A-2097,Bug fixing / Maintenance,2,1
A-2097,Testing & Verification,2,1
A-2097,Feature / Improvement Implementation,1,1
A-2098,Feature / Improvement Implementation,44,5
A-2098,Bug fixing / Maintenance,41,5
A-2098,Other,41,5
A-2098,Project / General Task,18,4
A-2098,Build & Release Engineering,9,3
A-2098,Testing & Verification,5,2
A-2098,Design & API Evolution,3,2
A-2098,Documentation,3,2
A-2098,Code Refactoring & Cleanup,1,1
A-2099,Other,32,5
A-2099,Bug fixing / Maintenance,9,3
A-2099,Build & Release Engineering,5,2
A-2099,Testing & Verification,5,2
A-2099,Feature / Improvement Implementation,3,2
A-21,Other,13,4
A-21,Feature / Improvement Implementation,6,3
A-21,Bug fixing / Maintenance,3,2
A-21,Testing & Verification,2,1
A-21,Build & Release Engineering,1,1
A-21,Design & API Evolution,1,1
A-21,Documentation,1,1
A-210,Bug fixing / Maintenance,1,1
A-2100,Other,59,5
A-2100,Testing & Verification,35,5
A-2100,Bug fixing / Maintenance,34,5
A-2100,Feature / Improvement Implementation,22,5
A-2100,Design & API Evolution,4,2
A-2100,Build & Release Engineering,3,2
A-2100,Project / General Task,3,2
A-2100,Code Refactoring & Cleanup,1,1
A-2100,Performance Optimization,1,1
A-2101,Bug fixing / Maintenance,91,5
A-2101,Other,76,5
A-2101,Feature / Improvement Implementation,54,5
A-2101,Build & Release Engineering,9,3
A-2101,Project / General Task,8,3
A-2101,Testing & Verification,7,3
A-2101,Design & API Evolution,4,2
A-2101,Performance Optimization,1,1
A-2102,Other,27,5
A-2102,Testing & Verification,4,2
A-2102,Bug fixing / Maintenance,2,1
A-2102,Feature / Improvement Implementation,2,1
A-2102,Project / General Task,2,1
A-2103,Bug fixing / Maintenance,1,1
A-2104,Feature / Improvement Implementation,74,5
A-2104,Bug fixing / Maintenance,73,5
A-2104,Project / General Task,20,4
A-2104,Testing & Verification,6,3
A-2104,Performance Optimization,5,2
A-2104,Other,4,2
A-2104,Build & Release Engineering,3,2
A-2104,Design & API Evolution,2,1
A-2104,Documentation,1,1
A-2105,Other,11,4
A-2106,Other,2,1
A-2107,Other,73,5
A-2107,Bug fixing / Maintenance,3,2
A-2107,Testing & Verification,2,1
A-2107,Feature / Improvement Implementation,1,1
A-2108,Other,1,1
A-2109,Other,1,1
A-211,Bug fixing / Maintenance,1,1
A-2110,Other,9,3
A-2111,Other,2,1
A-2112,Other,7,3
A-2112,Bug fixing / Maintenance,1,1
A-2112,Feature / Improvement Implementation,1,1
A-2112,Testing & Verification,1,1
A-2113,Other,3,2
A-2114,Testing & Verification,1,1
A-2115,Other,2,1
A-2116,Other,6,3
A-2117,Other,1,1
A-2118,Other,2,1
A-2119,Other,11,4
A-2119,Feature / Improvement Implementation,2,1
A-2119,Bug fixing / Maintenance,1,1
A-212,Bug fixing / Maintenance,3,2
A-212,Build & Release Engineering,1,1
A-212,Design & API Evolution,1,1
A-2120,Project / General Task,1,1
A-2121,Other,6,3
A-2121,Documentation,2,1
A-2122,Bug fixing / Maintenance,6,3
A-2123,Other,2,1
A-2124,Bug fixing / Maintenance,1,1
A-2125,Other,2,1
A-2126,Other,1,1
A-2127,Other,4,2
A-2127,Feature / Improvement Implementation,3,2
A-2127,Bug fixing / Maintenance,1,1
A-2127,Testing & Verification,1,1
A-2128,Bug fixing / Maintenance,1,1
A-2128,Testing & Verification,1,1
A-2129,Bug fixing / Maintenance,2,1
A-2129,Testing & Verification,2,1
A-213,Bug fixing / Maintenance,2,1
A-213,Build & Release Engineering,1,1
A-2130,Other,1,1
A-2130,Project / General Task,1,1
A-2131,Other,1,1
A-2132,Testing & Verification,1,1
A-2133,Other,1,1
A-2134,Build & Release Engineering,1,1
A-2134,Feature / Improvement Implementation,1,1
A-2135,Bug fixing / Maintenance,1,1
A-2135,Other,1,1
A-2136,Other,5,2
A-2136,Feature / Improvement Implementation,2,1
A-2137,Other,5,2
A-2137,Project / General Task,1,1
A-2138,Other,7,3
A-2138,Bug fixing / Maintenance,1,1
A-2138,Build & Release Engineering,1,1
A-2139,Other,2,1
A-214,Feature / Improvement Implementation,3,2
A-214,Bug fixing / Maintenance,1,1
A-2140,Other,2,1
A-2141,Other,3,2
A-2141,Project / General Task,1,1
A-2142,Other,3,2
A-2142,Testing & Verification,1,1
A-2143,Other,1,1
A-2144,Other,1,1
A-2145,Other,1,1
A-2146,Other,1,1
A-2147,Other,1,1
A-2148,Other,1,1
A-2149,Other,2,1
A-215,Bug fixing / Maintenance,12,4
A-215,Other,10,3
A-215,Feature / Improvement Implementation,6,3
A-215,Testing & Verification,3,2
A-215,Design & API Evolution,2,1
A-215,Build & Release Engineering,1,1
A-215,Performance Optimization,1,1
A-2150,Code Refactoring & Cleanup,1,1
A-2151,Other,2,1
A-2152,Other,3,2
A-2153,Other,1,1
A-2154,Feature / Improvement Implementation,1,1
A-2154,Testing & Verification,1,1
A-2155,Feature / Improvement Implementation,48,5
A-2155,Bug fixing / Maintenance,22,5
A-2155,Other,8,3
A-2155,Build & Release Engineering,2,1
A-2155,Design & API Evolution,1,1
A-2155,Documentation,1,1
A-2155,Performance Optimization,1,1
A-2155,Project / General Task,1,1
A-2155,Testing & Verification,1,1
A-2156,Bug fixing / Maintenance,36,5
A-2156,Feature / Improvement Implementation,26,5
A-2156,Other,21,5
A-2156,Testing & Verification,10,3
A-2156,Project / General Task,7,3
A-2156,Build & Release Engineering,3,2
A-2156,Design & API Evolution,1,1
A-2157,Feature / Improvement Implementation,2,1
A-2157,Bug fixing / Maintenance,1,1
A-2158,Testing & Verification,1,1
A-2159,Build & Release Engineering,1,1
A-216,Design & API Evolution,1,1
A-2160,Other,3,2
A-2160,Project / General Task,2,1
A-2160,Feature / Improvement Implementation,1,1
A-2161,Bug fixing / Maintenance,4,2
A-2161,Feature / Improvement Implementation,4,2
A-2161,Project / General Task,4,2
A-2162,Bug fixing / Maintenance,32,5
A-2162,Feature / Improvement Implementation,20,4
A-2162,Documentation,8,3
A-2162,Project / General Task,8,3
A-2162,Testing & Verification,1,1
A-2163,Feature / Improvement Implementation,11,4
A-2163,Bug fixing / Maintenance,10,3
A-2163,Code Refactoring & Cleanup,1,1
A-2164,Bug fixing / Maintenance,11,4
A-2164,Feature / Improvement Implementation,6,3
A-2164,Testing & Verification,2,1
A-2165,Bug fixing / Maintenance,40,5
A-2165,Feature / Improvement Implementation,15,4
A-2165,Documentation,3,2
A-2165,Project / General Task,3,2
A-2165,Other,2,1
A-2165,Code Refactoring & Cleanup,1,1
A-2165,Design & API Evolution,1,1
A-2166,Bug fixing / Maintenance,7,3
A-2166,Feature / Improvement Implementation,4,2
A-2166,Build & Release Engineering,1,1
A-2166,Design & API Evolution,1,1
A-2167,Bug fixing / Maintenance,37,5
A-2167,Feature / Improvement Implementation,12,4
A-2167,Testing & Verification,5,2
A-2167,Build & Release Engineering,3,2
A-2167,Design & API Evolution,3,2
A-2167,Performance Optimization,1,1
A-2167,Project / General Task,1,1
A-2168,Bug fixing / Maintenance,24,5
A-2168,Feature / Improvement Implementation,11,4
A-2168,Testing & Verification,2,1
A-2168,Build & Release Engineering,1,1
A-2168,Documentation,1,1
A-2168,Other,1,1
A-2169,Bug fixing / Maintenance,16,4
A-2169,Feature / Improvement Implementation,12,4
A-2169,Code Refactoring & Cleanup,2,1
A-217,Bug fixing / Maintenance,1,1
A-2170,Bug fixing / Maintenance,29,5
A-2170,Feature / Improvement Implementation,7,3
A-2170,Build & Release Engineering,2,1
A-2170,Documentation,1,1
A-2170,Project / General Task,1,1
A-2171,Bug fixing / Maintenance,8,3
A-2171,Feature / Improvement Implementation,1,1
A-2171,Other,1,1
A-2172,Bug fixing / Maintenance,26,5
A-2172,Feature / Improvement Implementation,7,3
A-2172,Project / General Task,1,1
A-2173,Bug fixing / Maintenance,11,4
A-2173,Design & API Evolution,1,1
A-2174,Feature / Improvement Implementation,1,1
A-2175,Feature / Improvement Implementation,5,2
A-2175,Bug fixing / Maintenance,1,1
A-2176,Bug fixing / Maintenance,19,4
A-2176,Feature / Improvement Implementation,10,3
A-2176,Build & Release Engineering,4,2
A-2177,Bug fixing / Maintenance,65,5
A-2177,Feature / Improvement Implementation,15,4
A-2177,Design & API Evolution,4,2
A-2177,Project / General Task,4,2
A-2177,Testing & Verification,2,1
A-2177,Build & Release Engineering,1,1
A-2177,Documentation,1,1
A-2178,Bug fixing / Maintenance,55,5
A-2178,Feature / Improvement Implementation,7,3
A-2178,Build & Release Engineering,2,1
A-2178,Design & API Evolution,2,1
A-2178,Other,2,1
A-2178,Project / General Task,1,1
A-2179,Bug fixing / Maintenance,2,1
A-218,Bug fixing / Maintenance,9,3
A-218,Documentation,5,2
A-218,Testing & Verification,1,1
A-2180,Bug fixing / Maintenance,159,5
A-2180,Feature / Improvement Implementation,58,5
A-2180,Other,3,2
A-2180,Project / General Task,3,2
A-2180,Design & API Evolution,2,1
A-2180,Testing & Verification,1,1
A-2181,Bug fixing / Maintenance,1,1
A-2182,Bug fixing / Maintenance,6,3
A-2182,Feature / Improvement Implementation,3,2
A-2182,Build & Release Engineering,1,1
A-2182,Other,1,1
A-2183,Bug fixing / Maintenance,16,4
A-2183,Feature / Improvement Implementation,1,1
A-2183,Testing & Verification,1,1
A-2184,Bug fixing / Maintenance,351,5
A-2184,Feature / Improvement Implementation,274,5
A-2184,Project / General Task,162,5
A-2184,Other,44,5
A-2184,Build & Release Engineering,30,5
A-2184,Design & API Evolution,11,4
A-2184,Documentation,8,3
A-2184,Performance Optimization,7,3
A-2184,Testing & Verification,6,3
A-2184,Code Refactoring & Cleanup,4,2
A-2185,Bug fixing / Maintenance,96,5
A-2185,Feature / Improvement Implementation,65,5
A-2185,Project / General Task,10,3
A-2185,Build & Release Engineering,5,2
A-2185,Design & API Evolution,2,1
A-2185,Testing & Verification,2,1
A-2185,Documentation,1,1
A-2185,Other,1,1
A-2186,Feature / Improvement Implementation,4,2
A-2186,Bug fixing / Maintenance,1,1
A-2187,Bug fixing / Maintenance,2,1
A-2188,Feature / Improvement Implementation,11,4
A-2188,Bug fixing / Maintenance,7,3
A-2188,Build & Release Engineering,2,1
A-2188,Performance Optimization,1,1
A-2188,Project / General Task,1,1
A-2188,Testing & Verification,1,1
A-2189,Feature / Improvement Implementation,1,1
A-219,Bug fixing / Maintenance,1,1
A-2190,Bug fixing / Maintenance,1,1
A-2190,Feature / Improvement Implementation,1,1
A-2191,Feature / Improvement Implementation,483,5
A-2191,Bug fixing / Maintenance,237,5
A-2191,Testing & Verification,115,5
A-2191,Design & API Evolution,90,5
A-2191,Build & Release Engineering,42,5
A-2191,Documentation,13,4
A-2191,Performance Optimization,11,4
A-2191,Code Refactoring & Cleanup,4,2
A-2192,Design & API Evolution,1,1
A-2192,Feature / Improvement Implementation,1,1
A-2193,Feature / Improvement Implementation,27,5
A-2193,Bug fixing / Maintenance,10,3
A-2193,Testing & Verification,5,2
A-2193,Design & API Evolution,3,2
A-2194,Feature / Improvement Implementation,4,2
A-2194,Build & Release Engineering,1,1
A-2195,Feature / Improvement Implementation,3,2
A-2195,Design & API Evolution,1,1
A-2196,Bug fixing / Maintenance,6,3
A-2196,Design & API Evolution,4,2
A-2196,Feature / Improvement Implementation,2,1
A-2196,Testing & Verification,1,1
A-2197,Feature / Improvement Implementation,11,4
A-2197,Bug fixing / Maintenance,9,3
A-2197,Build & Release Engineering,2,1
A-2197,Design & API Evolution,2,1
A-2197,Testing & Verification,2,1
A-2197,Performance Optimization,1,1
A-2198,Feature / Improvement Implementation,16,4
A-2198,Bug fixing / Maintenance,4,2
A-2198,Build & Release Engineering,3,2
A-2198,Design & API Evolution,2,1
A-2198,Testing & Verification,2,1
A-2199,Feature / Improvement Implementation,69,5
A-2199,Bug fixing / Maintenance,35,5
A-2199,Testing & Verification,9,3
A-2199,Build & Release Engineering,6,3
A-2199,Performance Optimization,4,2
A-2199,Documentation,3,2
A-2199,Design & API Evolution,2,1
A-2199,Code Refactoring & Cleanup,1,1
A-22,Bug fixing / Maintenance,133,5
A-22,Testing & Verification,47,5
A-22,Feature / Improvement Implementation,40,5
A-22,Documentation,31,5
A-22,Build & Release Engineering,17,4
A-22,Design & API Evolution,15,4
A-22,Project / General Task,15,4
A-22,Other,14,4
A-22,Code Refactoring & Cleanup,3,2
A-220,Bug fixing / Maintenance,13,4
A-220,Feature / Improvement Implementation,6,3
A-220,Code Refactoring & Cleanup,1,1
A-220,Design & API Evolution,1,1
A-220,Documentation,1,1
A-220,Other,1,1
A-220,Testing & Verification,1,1
A-2200,Bug fixing / Maintenance,1,1
A-2200,Feature / Improvement Implementation,1,1
A-2201,Bug fixing / Maintenance,10,3
A-2201,Feature / Improvement Implementation,6,3
A-2201,Testing & Verification,2,1
A-2201,Build & Release Engineering,1,1
A-2201,Performance Optimization,1,1
A-2202,Bug fixing / Maintenance,6,3
A-2202,Feature / Improvement Implementation,4,2
A-2202,Testing & Verification,1,1
A-2203,Feature / Improvement Implementation,329,5
A-2203,Bug fixing / Maintenance,122,5
A-2203,Testing & Verification,22,5
